Name, Identification Number,Country Code,Mutation,Disorder,Professional Exposure,Gender,Age,Age At Diagnosis,Age Of Death,Physician
Juliann Burling,2530430757668,JO,IL37,Maple Syrup Urine Disease;Maple Syrup Urine Disease Type 1A;Pseudogout,Toluene,M,45,45,100,Lavonne Rosebrook
Lori Mose,4228502873547,MQ,KAZALD1,Insulin Resistance;Meconium Ileus In Cystic Fibrosis;Meconium Ileus Show all 4,,M,45,45,100,Janey Hilgefort
Claris Blackwelder,0060535452104,FI,GLIDR,Scurvy;Pigmented Villonodular Synovitis Villonodular Synovitis,Lead,M,45,45,45,Magda Edmund
Alanna Blanton,1710387420876,FM,CDA,2-Methylbutyryl-Coa Dehydrogenase Deficiency Isovaleric Acidemia,Arsenic,F,45,45,100,Misha Sanmiguel
Michael Sustaita,0826360312873,US,DLG1,Malaria;Quebec Platelet Disorder;Colonic Disease Show all 4,,M,45,45,100,Elmo Quaranta
Jacquiline Brite,3131730274282,US,ENSG00000206378,Nicotine Dependence,,F,45,45,100,Adriana Nease
Deb Klar,5843521183458,NC,CEACAM16,Colorectal Cancer;Myeloma;Pancreatic Cancer,,F,45,45,45,Delisa Sorenson
Franchesca Ramer,3833613134118,FI,KRBOX4,Cholera,Hydrogen sulfide,M,45,45,100,Jesenia Elsasser
Emelina Kappler,0288131484451,RS,CA12,Tumor Predisposition Syndrome;Childhood Medulloblastoma;Uveal Melanoma,,F,45,45,100,Monroe Dewall
Tammera Schwarz,3727623368562,FI,LAMC3,Gastric Cancer,Beryllium,M,45,45,100,Wyatt Lavery
Mariella Stermer,4202208682254,FI,ENSG00000200150,Alzheimers Disease,Lead,M,45,45,100,Elisha ModlinKathleen Lavoie
Nakia Amaro,6688885465523,NI,CALHM1,Myelodysplastic Syndrome;Somatic;C-Like Syndrome;Myelodysplastic Syndromes,,M,45,45,100,Bronwyn Jarvie
Lynell Degen,5811032806237,NZ,CRP,Spermatogenic Failure 5,,M,45,45,100,Lilla Schreffler
Jon Hardaway,3448378383210,US,EEF1A1,Radioulnar Synostosis,13-Butadiene,F,45,45,100,Daina Mcgreevy
Rosella Won,7834815120486,US,DLEU1,Actn2-Related Familial Hypertrophic Cardiomyopathy;Dilated;1Aa;Actn2-Related Dilated Cardiomyopathy,,M,45,45,100,Lashunda Porta
Cassy Stermer,5343565846430,CK,CELIAC2,Dermatitis;Atopic 6;Atopic Dermatitis Dermatitis,Metals toxic,M,45,45,100,Thora Muncie
Moshe Rames,2864730756356,HM,CES2,Autism Susceptibility 8,Methylene chloride,F,45,45,45,Kenyatta Marksberry
Marcelene Dials,1308314341467,IO,IMPDH1,Skeletal Muscle Regeneration,,F,45,45,100,Marlys Brevard
Denisha Snelgrove,8767564536211,GE,COL25A1,Bardet-Biedl Syndrome 7;Bbs7-Related Bardet-Biedl Syndrome;Mckusick-Kaufman Syndrome,,F,45,45,45,Dannielle Heffley
Francie Harewood,7368838031554,BO,GALT,Amelogenesis Imperfecta Type;Iia4;Type Ib;Amelogenesis Imperfecta Show all 4,Methylene chloride,F,45,45,100,Lilla Schreffler
Alejandra Walkes,8467600776076,KY,HPT,Hypoactive Sexual Desire Disorder,Arsenic,F,45,45,100,Roscoe Castille
Byron Balke,8008455647671,IS,LAMTOR5,Acute Lymphocytic Leukemia,,F,45,45,100,Cruz Isenhour
Otelia Vreeland,3505250021784,US,CHGB,Polyneuropathy;Hearing Loss;Ataxia;Retinitis Pigmentosa;And Cataract;Usher Syndrome Type 3 Show all 4,,F,45,45,100,Thora Muncie
Beatrice Brice,6502751562710,US,HEMK1,Phlebotomus Fever,,F,45,45,100,Carter Bergman
Portia Frausto,8711223143646,MN,ANKRD17,Williams-Beuren Syndrome,,M,45,45,100,Theresia Mungo
Clora Faulk,6775476100818,US,GK,Ichthyosis;Congenital;Autosomal Recessive 7,,F,45,45,100,Daina Mcgreevy
Tanna Hargreaves,0510447516036,FI,CD1C,Burkitts Lymphoma,Formaldehyde,F,45,45,100,Deangelo Vestal
Janet Gaillard,8363186851140,NU,IKZF1,Bazex-Dupre-Christol Syndrome,,M,45,45,45,Suzann Spafford
Elayne Wenner,4823436442573,US,BCAP31,X-Linked Juvenile Retinoschisis;Familial Hemiplegic Migraine Type 2,Solvents,M,45,45,100,Portia Frausto
Janel Veatch,8513314652528,US,APAF1,Spastic Paraplegia 55;Autosomal Recessive;Combined Oxidative Phosphorylation Deficiency 7 Behr Syndrome,,F,45,45,45,Liliana Mckean
Donnetta Doonan,1056701571846,BL,IH,Autism Susceptibility 11,,M,45,45,45,Shirleen Schrom
Tammera Colwell,6076328464710,US,IDDM2,Locked-In Syndrome;Agoraphobia Spondylosis,,M,45,45,100,Tamika Grange
Georgetta Chynoweth,3760848653350,FI,BCL2,Rheumatoid Arthritis Arthritis,,M,45,45,45,Thresa Strey
Chrystal Steenbergen,7073746415413,BQ,FPGS,Bestrophinopathy Vitelliform Macular Dystrophy,,F,45,45,100,Lynn Caminiti
Lakiesha Via,1300708475561,KP,GRM5,Lung Cancer Patent Ductus Arteriosus,,F,45,45,45,Terrence Poulson
Zelda Hadaway,0723526226644,ID,DAND5,Congenital Disorder Of Glycosylation Type 1H,,F,45,45,100,Jeraldine Ipock
Carie Senecal,4482332358186,US,DDX21,Acute Chest Syndrome,Asphalt fumes,F,45,45,100,Lonna Shehane
Shavon Muma,6443388725373,CD,GNB3,Acute Encephalopathy With Biphasic Seizures And Late Reduced Diffusion;Ischemia;Parkinsons Disease,Formaldehyde,F,45,45,45,Morton Salazar
Fatima Bucher,0336468801012,FI,AC079586.1,Human T-Cell Leukemia Virus Type 1,,F,45,45,100,Bernardo Beno
Althea Larsen,7671243430801,KN,AGER,46Xy Sex Reversal 8;Obesity;Hyperphagia;And Developmental Delay;Modifier Of Show all 4,13-Butadiene,F,45,45,100,Adelaide Grizzell
Lyn Vansant,7624005568112,FI,KTCN2,Whim Syndrome,Solvents,F,45,45,100,Elanor Brunet
Noe Westervelt,1784724308321,ET,ABCB7,Combined Oxidative Phosphorylation Deficiency 6;Charcot-Marie-Tooth Disease Type X;Encephalomyopathy,,F,45,45,100,Kitty Tempel
Daina Mcgreevy,6150284702811,SA,LAT2,C1R/c1S Deficiency;Combined;C1S Deficiency;Complement Deficiency Show all 4,,F,45,45,100,Devora Lewey
Rosa Gish,3821134167624,BA,CLPP,Type 2 Diabetes Mellitus,,M,45,45,100,Barry Almquist
Isiah Campa,5147841213551,FI,ATXN7,Ataxia With Oculomotor Apraxia Type 1;Aptx-Related Coenzyme Q10 Deficiency,,M,45,45,100,Shameka Goudy
Jim Fabre,7833417752284,KI,ABRA,Cardiac Conduction Defect,,F,45,45,100,Angelyn Romito
Olympia Carmack,4886553351734,FI,ACP6,Asthma-Related Traits 3 Asthma,Solvents,M,45,45,100,Lashunda Porta
Genaro Stang,8784654135113,PE,ACOX3,Gastric Dilatation;Mucopolysaccharidosis Vi;Mucosulfatidosis Show all 4,,M,45,45,100,Genie Kolman
Shana Mayoral,8721588373435,FI,INSIG2,Meckel Syndrome 10;B9D2-Related Meckel Syndrome;Meckel Syndrome 1 Show all 4,,F,45,45,100,Magen Luczak
Sharleen Caswell,2672123773131,US,BMS1,Meckel Syndrome 9;B9D1-Related Meckel Syndrome;Meckel Syndrome 1,Metals toxic,M,45,45,100,Shira Zeledon
Douglas Mcelyea,6338825668182,PF,GLM4,Chromosome 16Q22 Deletion Syndrome,,F,45,45,100,Mozella Wan
Reggie Tibbetts,6331407366733,US,DHX34,Syringomyelia,Methylene chloride,M,45,45,100,Willena Petroski
Cora Pond,7053824821388,DM,ID4,Retinal Vasculitis Rheumatic Disease,Arsenic,M,45,45,100,Cassy Stermer
Beatrice Brice,7784265387066,US,APOBEC3G,Renal Dysplasia;Cystic Renal Dysplasia,,M,45,45,100,Dannielle Heffley
Simone Schumacher,7664853807242,VI,HOXD@,Acute Myeloid Leukemia;Leukemia Shwachman-Diamond Syndrome,Metals toxic,F,45,45,100,Martine Modeste
Margeret Heims,6236548463474,US,KIAA1377,Childhood Leukemia,Metals toxic,M,45,45,100,Sharen Baran
Deb Klar,0881216353101,FI,CD109,Cholera,Solvents,F,45,45,45,Chrystal Steenbergen
Carleen Hough,8500077684842,US,ALOX5,Bile Duct Adenoma,Toluene,M,45,45,45,Maribel Parras
Luetta Ta,0260641615153,NP,FAM161B,Staphyloenterotoxemia,Formaldehyde,M,45,45,100,Hayley Pickrell
Dusti Molinari,6702118161641,FI,CMD1C,Asthma,,F,45,45,100,Noe Westervelt
Alanna Blanton,5628063684736,GP,IGKV2D-23,Burkitts Lymphoma,,M,45,45,45,Enola Fleenor
Bess Musil,1606365172546,FI,KIAA0101,Benign Paroxysmal Positional Nystagmus,,F,45,45,100,Ayana Krupa
Mauro Aliff,4724041328801,GH,ENSG00000223531,Oculofaciocardiodental Syndrome;Radiculomegaly Of Canine Teeth- Congenital Cataract;Bcor-Related Lenz Microphthalmia Syndrome Show all 4,,M,45,45,45,Rolf Kind
Courtney Capozzoli,6777631415510,AN,CCDC6,Hyperargininemia,Solvents,F,45,45,100,Newton Fiscus
Rosella Weissman,7435463815014,CI,KRT83,Oculofaciocardiodental Syndrome;Radiculomegaly Of Canine Teeth- Congenital Cataract;Bcor-Related Lenz Microphthalmia Syndrome Show all 4,,M,45,45,100,Afton Calnan
Cora Pond,5768726152142,BT,CALM2,Autism Susceptibility 8,Formaldehyde,F,45,45,100,Keitha Hagaman
Mariella Stermer,4486786337850,SK,COL4A3,Renal Tubular Acidosis;Distal;Autosomal Recessive;Renal Tubular Acidosis With Progressive Nerve Deafness,,F,45,45,100,Paulene Vandervoort
Deb Klar,3421760416056,FI,IL13RA2,Acute Stress Disorder,Diesel exhaust,M,45,45,100,Deadra Yao
Melita Clark,2647711577652,NF,ANXA5,Arrhythmogenic Right Ventricular Dysplasia 3 Arrhythmogenic Right Ventricular Cardiomyopathy,,F,45,45,100,Margarett Eastland
Phillis SolizCrissy Mcclinton,2421450432522,TL,IQSEC2,Mesangioproliferative Glomerulopathy;Microvascular Complications Of Diabetes 3;Neurosarcoidosis1,Metals toxic,F,45,45,100,Al Brabham
Gilberte Neville,5576460772850,FI,ADORA3,Lysosomal Acid Phosphatase Deficiency,,F,45,45,100,Carletta Houde
Tula Hanzlik,7272440314267,LT,CYB5R4,L1 Syndrome,,F,45,45,100,Marybeth Patti
Livia Kroon,5720560231714,MO,DIO2,Blood Group Incompatibility Malaria,,M,45,45,100,Willena Petroski
Francisco Papadopoulos,1430708507760,LT,CKB,Mosaic Variegated Aneuploidy Syndrome 1,,F,45,45,100,Layne Swearngin
Janet Gaillard,1551866871015,US,KIAA0020,MHC,Metals toxic,F,45,45,100,Joellen Viloria
Asley RaffaeleRosamaria Leyden,4566322618402,ML,BCAR3,Atypical Autism;Adenomyosis;Portal Hypertension,Hydrogen sulfide,F,45,45,45,Ruthe Dazey
Melina Botts,7461060261346,CM,ELL,Cholestasis;Progressive Familial Intrahepatic 2;Benign Recurrent Intrahepatic Cholestasis 2;Abcb11-Related Intrahepatic Cholestasis,,F,45,45,100,Clarine Crites
Rosio Sivils,7087087610714,US,DEFA3,C1R/c1S Deficiency;Combined;C1S Deficiency;Complement Deficiency Show all 4,,F,45,45,100,Beatrice Brice
Luisa Bade,7067825224887,GU,HSD17B2,Tympanosclerosis;Trigeminal Neuralgia;Hfe Hemochromatosis;Modifier Of,,F,45,45,100,Dominica Eldred
Al Hardaway,4727577267723,FR,CYP26A1,Bardet-Biedl Syndrome 12;Bbs12-Related Bardet-Biedl Syndrome,Diesel exhaust,M,45,45,45,Maisie Matinez
Marlys Brevard,8801674053805,AZ,HMNJ,Autoimmune Polyglandular Syndrome Type 2;2-Hydroxyglutaric Aciduria D-2-Hydroxyglutaric Aciduria,Solvents,F,45,45,100,Juliann Burling
Marlys Brevard,1481516514083,FI,KDM5D,Nager Acrofacial Dysostosis,Methylene chloride,F,45,45,100,Margherita Ramsden
Imelda Mciver,7265807614167,US,EMD,Myelodysplastic Syndromes Acute Myeloid Leukemia;Adult,,F,45,45,100,Leena Stoneking
Estell Heidrick,0446777543485,GU,GATA3,Familial Breast Cancer,Diesel exhaust,F,45,45,100,Ami Lampkin
Palmer Blow,3265834414082,LB,CATSPER1,Osteosarcoma,Asphalt fumes,M,45,45,45,Winter Weisser
Johanna Cournoyer,7181366637504,VE,FGF23,Cll/sll;Ovary Adenocarcinoma;Non-Hodgkin Lymphoma Show all 4,,F,45,45,100,Shelba Neely
Adelaide Grizzell,1351267364125,RU,CHST3,Spastic Paraplegia 51;Cerebral Palsy Spastic Paraplegia 50;Autosomal Recessive,,F,45,45,100,Evelin Geer
Dale Mccorkle,7665311725725,WF,KCNB1,Congenital Syphilis;X-Linked Sideroblastic Anemia With Ataxia;Alcohol Abuse,Toluene,M,45,45,100,Deangelo Vestal
Shenika Caldwell,1755516642663,FI,IMPG1,Spermatogenic Failure 5,Arsenic,F,45,45,100,Gracie Test
Dale Mccorkle,6405348568176,FI,IQCB1,Ciliary Dyskinesia;Primary;26;Prostate Cancer Ciliary Dyskinesia;11,Methylene chloride,F,45,45,100,Shana Mayoral
Lakiesha Tillmon,4532346620625,TV,KCNJ16,Erythroplakia Gallbladder Adenocarcinoma,Arsenic,F,45,45,100,Nidia Schaub
Noe Westervelt,6328515266371,AT,FILIP1L,Neuropathy;Arteritic Anterior Ischemic Optic Neuropathy;Non-Arteritic Anterior Ischemic Optic Neuropathy,Arsenic,F,45,45,45,Giuseppina Krell
Tanna Hargreaves,2072857734412,US,CMT2B,Deafness Onychodystrophy Osteodystrophy And Mental Retardation Syndrome;Pigmented Villonodular Synovitis Villonodular Synovitis,Methylene chloride,F,45,45,100,Wanda Martines
Wyatt Lavery,5886478387451,FI,DEL2P21,Asphyxiating Thoracic Dystrophy,,M,45,45,100,Zelda Hadaway
Donald Silvia,5532662874512,AN,GNMT,Hordeolum,,F,45,45,100,Lyn Vansant
Todd Stannard,1361537181118,NL,KLK6,Pancreatic Cancer Prostate Cancer,Chromium,M,45,45,100,Melita Clark
Olympia Carmack,1142845102138,MR,HTR3E,Autoimmune Disease 3 Vitiligo,Diesel exhaust,F,45,45,45,Jarred Dory
Joe Periera,0832846375648,ER,AKR1B1P2,Alopecia;Androgenetic;3,Toluene,M,45,45,100,Dominick Bird
Janey Hayslip,4848237423301,GW,IRS2,Combined Malonic And Methylmalonic Aciduria Methylmalonic Acidemia,,M,45,45,100,Diamond Verge
Margret Bostic,7415430308144,US,HIC1,Burkitts Lymphoma,Diesel exhaust,F,45,45,100,Cherri Simons
Indira Cashin,5736370456514,FI,CNTN2,Bardet-Biedl Syndrome 9;Bbs9-Related Bardet-Biedl Syndrome;Osteosarcoma,,M,45,45,100,Vicenta Brummett
Felice Ohern,6467047155418,KE,EED,Fanconi Anemia; Complementation Group D1;Breast-Ovarian Cancer; Familial; 2;Glioblastoma 38,,F,45,45,100,Cheryl Lyvers
Lakiesha Tillmon,0101876218883,FI,BIN3,Basilar Migraine;Familial Hemiplegic Migraine Type 2;Hemiplegia,,F,45,45,100,Margherita Ramsden
Portia Frausto,8067183881131,RU,CEP152,Cutaneous Lupus Erythematosus;Subacute Cutaneous Lupus Erythematosus;Glomerulonephritis,,M,45,45,45,Jesenia Elsasser
Abigail Hazan,2342046522854,IR,CEP164,Amyotrophic Lateral Sclerosis Type 3,,M,45,45,100,Kanesha Cramer
Pamila Campfield,7156335771006,LC,FRRS1,Vestibular Neuronitis Neuronitis,,F,45,45,45,Herb Leland
Morton Salazar,0121882121772,RU,KPNA2,Peliosis Hepatis;Saccharopinuria;Breast Lymphoma,Toluene,F,45,45,100,Douglas Mcelyea
Margret Bostic,6010384605646,KH,GLYR1,Surfactant Metabolism Dysfunction;Pulmonary;3;Abca3-Related Pulmonary Surfactant Metabolism Dysfunction;Surfactant Dysfunction,,M,45,45,100,Doreen Mcbean
Alina Finneran,0376131253411,US,EMD,Breast Cancer Retinoblastoma,,F,45,45,45,Laine Earnest
Zelda Hadaway,7626756584553,US,CSNK1A1L,Mental Retardation;Autosomal Dominant 12;Arid1B-Related Coffin-Siris Syndrome;Chromosome 6Q25 Microdeletion Syndrome,,M,45,45,100,Willy Horne
Clora Faulk,4377052221577,US,IL36RN,Age-Related Hearing Impairment 2,,F,45,45,100,Adriana Nease
Kim Dang,7586358774177,FI,ATOD7,Lung Cancer,Methylene chloride,F,45,45,100,Jacki Moss
Lashawnda Reaux,0068265418701,RU,CELIAC10,Burns;Polycystic Kidney Disease;Type 1;Erysipelas Show all 4,,F,45,45,100,Victoria Dame
Almeda Shoults,3445176003666,FI,CCL23,Dubin-Johnson Syndrome,Solvents,M,45,45,100,Garfield Tooker
Joan Everitt,5464150857750,FI,AITD1,Asthma-Related Traits 8 Asthma,Asphalt fumes,M,45,45,100,Vicenta Brummett
Roberto Mangum,5203613424654,US,DEFA1,Placental Abruption;Hyperhomocysteinemia;Spina Bifida,Formaldehyde,M,45,45,100,Noreen Sluss
Wyatt Lavery,2502074312488,SZ,CXCR2,Hepatocellular Carcinoma,Toluene,F,45,45,100,Nidia Schaub
Vikki Chaney,6028203152265,JM,EPO,Neuroblastoma,,F,45,45,100,Jennell Cupit
Ulrike Donaghy,1187250180047,ZA,KDM5D,Erythropoietic Protoporphyria Pancreatic Cancer,,M,45,45,45,Nathanial Mungin
Stanton Carlyle,7545126810185,RU,CYP19A1,Glycogen Storage Disease Iiib;Glycogen Storage Disease Iiia;Finger Agnosia,,F,45,45,45,Kendall Schutt
Nancey Hieb,8842608476224,FI,ABHD11,Very Long-Chain Acyl-Coenzyme A Dehydrogenase Deficiency;Pericardial Effusion;Fatty Acid Oxidation Disorders,Arsenic,F,45,45,100,Chrystal Steenbergen
Alejandra Walkes,6011342426855,AX,FECH,Multifocal Choroiditis;Age-Related Macular Degeneration 8,,F,45,45,45,Dusti Molinari
Abe Miranda,1021634364430,RU,AA2,Multisystemic Smooth Muscle Dysfunction Syndrome;Aortic Aneurysm;Familial Thoracic 6;Moyamoya Disease 5,,F,45,45,100,Larraine Bouska
Glenna Schrimsher,5654868414130,FI,CHMP3,Stomach Cancer,Lead,M,45,45,100,Roxane Digby
Jodie Graves,0213741005377,US,CIB1,Stromal Keratitis;Leukodystrophy;Hypomyelinating 3;Fibrosarcoma,,F,45,45,100,Wendell Willaims
Jere Sakata,6616601025054,FI,BYSL,Morgagni Cataract,,M,45,45,100,Lettie Bobadilla
Detra Melanson,3683288025475,NG,CRLF2,Aneurysm;Intracranial Berry;3 Aneurysm,,M,45,45,100,Adriana Nease
Selene Mcgavock,7010882613484,KN,A4GALT,Uterine Corpus Cancer,Asphalt fumes,F,45,45,100,Joan Everitt
Sheilah Kinzer,0475252644085,US,L2HGDH,Hyperleucinemia-Isoleucinemia Or Hypervalinemia Hyperleucine-Isoleucinemia,,M,45,45,100,Lilla Schreffler
Monroe Dewall,1185346175840,FI,ENSG00000230669,Ichthyosis;Congenital;Autosomal Recessive 9,Solvents,F,45,45,100,Delisa Sorenson
Ebony Cobbs,7840771461622,SR,DEL7Q11.23,Retinitis Pigmentosa 54;C2Orf71-Related Retinitis Pigmentosa Retinitis Pigmentosa,,F,45,45,100,Lakiesha Tillmon
Luetta Ta,4045071272772,US,ADAMTS13,Leucine-Sensitive Hypoglycemia Of Infancy;Neonatal Diabetes Mellitus;Familial Hyperinsulinism,,M,45,45,100,Dionne Cook
Chere Serfass,5848483165507,TD,HPRHP,Autism Susceptibility 11,,F,45,45,100,Adell Matheson
Olympia Carmack,5373417127401,NC,BDH1,Gastric Adenocarcinoma;Spondylolisthesis Show all 4,,F,45,45,100,Violeta Allsup
Delorse Holquin,3058074434147,AI,DURS1,Cholera,,M,45,45,45,Joe Periera
Tamika Liss,1101706005333,AO,CMM,Teratocarcinoma,Lead,M,45,45,45,Shirleen Schrom
Genie Kolman,7683835334072,US,CHRNG,Spermatogenesis Arrest;Isolated Micropenis;Gastric Neuroendocrine Neoplasm,Arsenic,M,45,45,100,Layne Swearngin
Wilma Terrones,2778273763164,ML,CLEC7A,Bulimia Nervosa,Methylene chloride,F,45,45,100,Jack Ruston
Wyatt Lavery,7341438602100,FI,IL31RA,Autism Susceptibility 6,Formaldehyde,F,45,45,100,Palmer Blow
Kimiko Beard,8851510143347,FI,GAS1,Staphyloenterotoxemia,Hydrogen sulfide,F,45,45,100,Kenda Mcgowan
Noe Westervelt,5472311703382,HU,AASTH10,Acrocallosal Syndrome;Joubert Syndrome 12 Hydrolethalus Syndrome 2,Toluene,M,45,45,100,Ruthe Dazey
Grisel Failla,3537056630558,RU,DDT,Renal Tubular Acidosis;Medullary Sponge Kidney;Distal;Autosomal Recessive,Solvents,F,45,45,100,Francisco Papadopoulos
Josephine Bunner,3372865405673,FI,CBS,Autosomal Recessive Spastic Paraplegia Type 66;Xerophthalmia Relapsing Fever,,F,45,45,100,Carter Bergman
Alfonso Widmer,3361477357271,FI,IGL,Autism Susceptibility 1,Diesel exhaust,M,45,45,100,Olympia Carmack
Francie Harewood,8007566353670,FI,CRH,Acute Myeloid Leukemia Hypoxia,Methylene chloride,M,45,45,100,Lewis Agrawal
Cinthia Lichtman,4273430170353,BY,ENSG00000228736,Infantile-Onset Ascending Hereditary Spastic Paralysis;Als2-Related Disorders;Juvenile Primary Lateral Sclerosis,Diesel exhaust,M,45,45,100,Dianna Bolen
Miss Parra,7421723851385,KW,BCOR,Lipid Metabolism Disorder;Thiolase Deficiency;Ketothiolase Deficiency,Hydrogen sulfide,M,45,45,45,Nyla Rolle
Una Castiglione,8300550848537,TN,ARID4B,Natural Killer Cell Leukemia;Metanephric Adenoma;Ossifying Fibromyxoid Tumor,,M,45,45,100,Tamika Liss
Liza Sweatman,0054281511102,US,ENSG00000237829,Thyroid Adenoma;Adenoma Precocious Puberty,,F,45,45,100,Glenna Schrimsher
Delmy Squillace,1056164525000,FI,C11orf82,Acropectorovertebral Dysplasia F Form,Toluene,F,45,45,100,Echo Roeder
Lakiesha Via,2850531262417,NO,JAK2,Methylmalonic Aciduria And Homocystinuria;Cblj Type;Cbij;Disorders Of Intracellular Cobalamin Metabolism,,M,45,45,100,Darci Pleas
Chrystal Steenbergen,2141015335445,CH,CDCA3,Breast Cancer,,F,45,45,100,Ute Julio
Jodie Graves,5368446883443,SO,IGLV9-49,Lung Cancer,Arsenic,M,45,45,100,Mozella Wan
Rena HeggMelina Seiter,8220383265433,LY,ACTR3C,Trigeminal Neuralgia,Lead,F,45,45,100,Iva Hovis
Philip Maclin,1088311552478,FI,AAVS1,Y Chromosome Infertility;Infertility Male Infertility,,M,45,45,100,Sage Amavisca
Leena Stoneking,5703823374205,CK,ARL2,Myelodysplastic Syndromes;Werdnig-Hoffmann Disease Liver Cancer,Beryllium,F,45,45,45,Lesia Messing
Josefine Villeneuve,2601088508018,GD,CRYBA4,Acetyl-Coa Carboxylase Deficiency;Multiple Carboxylase Deficiency Biotin Deficiency,Methylene chloride,F,45,45,100,Lyda Hardegree
Emelina Kappler,1643602418876,FI,AQP6,Bardet-Biedl Syndrome 4;Bbs4-Related Bardet-Biedl Syndrome,Lead,M,45,45,100,Roxana Monier
Jeffie Feltmann,3174068713503,US,AMTN,Acute Myeloid Leukemia,Beryllium,F,45,45,100,Reinaldo Ye
Kathey Bolton,6301326635164,MU,IL18BP,Spinocerebellar Ataxia Type 8;Infantile Onset Spinocerebellar Ataxia;Friedreich Ataxia,,F,45,45,100,Ellan Klopfenstein
Imelda Mciver,7738180285341,VI,KCTD5,Xia-Gibbs Syndrome,Arsenic,F,45,45,100,Maisie Matinez
Una Castiglione,2455686403710,US,CYP2C8,Squamous Cell Papilloma;Microtia Meier-Gorlin Syndrome,,F,45,45,100,Jennell Cupit
Theodore Kincer,5657508561785,KM,CSNK1D,Meningioma,Beryllium,M,45,45,100,Lakiesha Tillmon
Marybeth Patti,6558755503728,KW,GABRA6,Post-Traumatic Stress Disorder;Carpal Tunnel Syndrome;Sudden Infant Death Syndrome,,M,45,45,100,Freda Roberts
Chelsea Pietsch,3550758453471,FI,A1BG,Orofaciodigital Syndrome 13,,F,45,45,100,Simone Schumacher
Orville Stainback,2425434322247,US,HDAC5,Benign Mammary Dysplasia;Colorectal Cancer;Telangiectasis,Methylene chloride,M,45,45,100,Adriana Nease
Cheryl Lyvers,3636547040004,FI,CANDN1,Aplastic Anemia Fanconis Anemia,Chromium,F,45,45,100,Olympia Carmack
Aide Holmgren,5008607221138,FI,AGMX2,Williams Syndrome,,M,45,45,100,Nancey Hieb
Evelin Geer,3117402476742,US,ABCG1,Cri-Du-Chat Syndrome,13-Butadiene,F,45,45,100,Yuko Tapia
Damion Spang,5702375620513,KW,HPC3,Alport Syndrome;Mental Retardation;Midface Hypoplasia;And Elliptocytosis,Metals toxic,M,45,45,100,Genaro Stang
Estell Heidrick,7535560374544,FI,BHLHE41,Glioblastoma,Lead,F,45,45,100,Luetta Ta
Lashawnda Reaux,1414806062811,MY,IBD16,Ornithosis,,F,45,45,100,Genie Kolman
Virgina Line,8850148701586,HR,DYT15,Human T-Cell Leukemia Virus Type 1,Chromium,F,45,45,100,Julianna Ewert
Estela Stricker,1622150062636,VI,LCMT2,Lupus Nephritis Bacterial Meningitis,Solvents,M,45,45,100,Estela Stricker
Adriana Helt,4171162428446,US,ERGIC3,C1Q Deficiency;Glomerulonephritis;Complement Component 4;Partial Deficiency Of,Solvents,M,45,45,100,Jamie Glick
Tiffany Wanamaker,2665425455886,FI,ATP5H,Migraine,,M,45,45,100,Joellen Viloria
Johanna Cournoyer,1506734384454,MG,COPD28,Post-Traumatic Stress Disorder,Asphalt fumes,F,45,45,100,Caroline Regan
Bennie Bolles,3883513358431,NP,CDC42BPG,Iga Glomerulonephritis,Formaldehyde,F,45,45,100,Earlie Mcray
Violeta Allsup,7661075157873,RW,CD207,Composite Lymphoma,Solvents,F,45,45,45,Julianna Ewert
Nicky Crisler,1232833550773,SX,ETL4,Nephrotic Syndrome;Type 8;Nephrotic Syndrome Type 3;Familial Idiopathic Steroid-Resistant Nephrotic Syndrome With Diffuse Mesangial Sclerosis Show all 4,Toluene,M,45,45,100,Tristan Pannone
Jere Sakata,6780302381316,AM,GBP1,Transitional Cell Carcinoma,Formaldehyde,F,45,45,100,Asa Rhymes
Candace Prescott,3512661184053,FI,HSCR5,Erythroplakia Gallbladder Adenocarcinoma,Toluene,M,45,45,100,Marcelina Crume
