Name, Identification Number,Country Code,Mutation,Locus,Disorder,Professional Exposure,Professional Exposure Time, Gender,Age,Age At Diagnosis,Age Of Death,Physician
Kaycee Foye,3674288361876,PM,AGR3,Cholera Platelet Storage Pool Deficiency,2q13,Formaldehyde,45,M,45,45,45,Al Hardaway
Diann Schuch,6321875881237,ES,CDC26,Hepatocellular Carcinoma,5q31.3,Beryllium,45,M,45,45,100,Racquel Dragoo
Jamie Glick,8700513480407,SX,ASPSCR1,Dysplastic Nevus Syndrome,11q13.1,,45,F,45,45,100,Una Castiglione
Al Agnew,4111812376667,CA,CELIAC9,Retinitis Pigmentosa 64,11q13.4,,45,M,45,45,100,Kaycee Foye
Isabelle Gramling,6730262014273,MV,CLN6,Basal Cell Carcinoma 2 Basal Cell Carcinoma,17q21.33,Formaldehyde,45,M,45,45,100,Barbra Baumeister
Carl Gisi,1764068105411,HN,ATN1,Adult Neuronal Ceroid Lipofuscinosis,7p12.1,Hydrogen sulfide,45,F,45,45,45,Marlys Brevard
Owen Seidman,4305077666440,SK,IGL,Attention Deficit Hyperactivity Disorder,2p16.1,,45,M,45,45,100,Chandra Belgrave
Lavonne Rosebrook,1607678557425,TT,DFNA54,Sarcoma,,Hydrogen sulfide,45,F,45,45,100,Taina Saxton
Vada GlickErma Rybak,5703207423862,KP,HNRNPC,Breast Cancer,10q24.2,,45,F,45,45,45,Naida Gosney
Florencio Poudrier,3538605506534,TT,GNE,Alzheimers Disease,1q24.2,,45,M,45,45,100,Wanda Martines
Zoe Upshur,8817735607705,ER,H2AFX,Alzheimer Disease 17 Alzheimers Disease,15q15.1,Asphalt fumes,45,M,45,45,100,Cassi Wieder
Imelda Mciver,7130488400733,TZ,BEST2,Breast Adenomyoepithelioma,9q34.13,,45,M,45,45,100,Mariam Reneau
Talitha Machado,1356012520643,FI,AUTS5,Laryngeal Squamous Cell Carcinoma,5p13.1,Diesel exhaust,45,M,45,45,100,Tanna Hargreaves
Bart Trott,0737673835632,IL,BTRC,Nicotine Dependence,8p11.21,,45,F,45,45,100,Beatriz Ranger
Celestine Bird,8132721532647,SL,B6QTL1,Type 2 Diabetes Mellitus,2p24.1,,45,M,45,45,100,Annmarie Sublett
Arminda Travers,3220230341172,LS,C8orf37,Hepatocellular Carcinoma,20q13.12,,45,F,45,45,100,Elanor Brunet
Mellie Suydam,3568543323474,DO,JRK,Baat-Related Familial Hypercholanemia,1p31,,45,F,45,45,100,Margret Bostic
Joan Everitt,6544171687231,MD,FLOT2,Autism Susceptibility 8,4q13.3,Lead,45,M,45,45,100,Jenni Ruple
Aleshia Daw,4151802106042,BA,IGHA1,Pineocytoma Pineoblastoma,9p24.1,Solvents,45,F,45,45,100,Aisha Champine
Ilona Alegria,4837868254016,KY,IRF7,Leukemia,12p11.2-q13.1,,45,M,45,45,45,Dannie Pantano
Jamison Murden,7880667086520,ML,CALR3,Fallopian Tube Cancer,4p15.32,,45,F,45,45,100,Mauro Aliff
Gaylene Mcneese,6231521373305,MC,GAL,Mitochondrial Membrane Protein-Associated Neurodegeneration Spasticity,9q21.3-q22,Toluene,45,F,45,45,100,Reinaldo Ye
Lucie Farnsworth,6537504545647,SV,6-Feb,Colorectal Adenocarcinoma,20p12.1,,45,F,45,45,45,Misha Sanmiguel
Jeffie Feltmann,8365873524701,KR,ANO3,Mutism,7p15.2,Hydrogen sulfide,45,F,45,45,45,Rodger Luongo
Diamond Verge,6812257765601,PR,GUCY2C,Malt Lymphoma,17q25.1,Formaldehyde,45,F,45,45,100,Luisa Spainhour
Lesia Messing,3087747412183,TH,HHC3,Osteoporosis,9p21,Toluene,45,M,45,45,100,Estell Heidrick
Byron Balke,6834383641360,LY,FYCO1,X-Linked Juvenile Retinoschisis,11q21,,45,F,45,45,100,Margret Bostic
Byron Balke,6622644107146,KG,DEL4Q21,C4B Deficiency,17p12,,45,F,45,45,100,Rochell Sandor
Marielle Pietrowski,4328882727068,KH,HSD3B2,Nephrogenic Diabetes Insipidus,19q13.33,,45,M,45,45,100,Luanne Creamer
Isiah Campa,7370028072240,GR,FRA16A,Riley-Day Syndrome,17q21.31,,45,M,45,45,100,Thresa Strey
Venice Lakey,1403532552565,PG,ENSG00000228267,Autism Susceptibility 6,3q22.2,Methylene chloride,45,F,45,45,100,Roberto Mangum
Shari Amezquita,3716882163335,MG,AAA1,Hypertension,22q12,Metals toxic,45,M,45,45,100,Sol Loper
Francisco Papadopoulos,0832421204384,PY,GLRX,Breast Cancer Susceptibility Chronic Myeloid Leukemia,8p23-p22,Diesel exhaust,45,M,45,45,100,Bessie Manzanares
Margarett Eastland,7302345146544,BE,FUNDC2,Neurogenic Hypertension,19q13.12,,45,M,45,45,100,Angelyn Romito
Pamila Campfield,3262361485252,LS,KLF6,Liver Cancer,Yq11.23,,45,M,45,45,100,Marguerite Taliaferro
Sheilah Kinzer,2383314173033,SB,CAT,Distal Hereditary Motor Neuropathy,20p11.23,,45,F,45,45,100,Denisha Snelgrove
Jacquelynn Rosendahl,4140288480585,NF,CD38,Spastic Paraplegia 43,17q23.3,,45,M,45,45,100,Racquel Dragoo
Cordie Zirkind,6774135225627,GD,CGB7,Platelet Storage Pool Deficiency Show all 4,15q21.1,,45,F,45,45,100,Shelba Neely
Bessie Manzanares,2237706074568,SO,GPR98,Purine Nucleoside Phosphorylase Deficiency,13q14.3,,45,F,45,45,45,Aleshia Daw
Katheryn Shatzer,7388166870278,CN,ATP5G1,Breast Cancer,5q31.3,Toluene,45,F,45,45,100,Al Brabham
Willena Petroski,6212461554687,SL,ERVK-6,Inappropriate Adh Syndrome,11p15.4,Chromium,45,F,45,45,100,Carie Senecal
Violeta Allsup,0707074283251,AU,APRT,Parkinsons Disease,21q22.3,Chromium,45,F,45,45,100,Eusebia Romans
Misha Schindler,6664603675665,GP,KIAA0040,Nasopharynx Carcinoma,16p13.3,,45,M,45,45,100,Fatima Bucher
Bennie Bolles,5405650051104,KW,HTATSF1P1,Reticular Dysgenesis,16p13.13,,45,M,45,45,100,Trudi Noonan
Cheryl Lyvers,3485335308882,BV,DFN8,Papillary Thyroid Carcinoma,3p14.2,,45,F,45,45,100,Shana Mayoral
Willy Horne,5285718847252,SX,BW32,Radioulnar Synostosis,13q34-qter,,45,F,45,45,100,Melita Clark
Constance Massengale,5213242684731,GE,HOXB13,Acth-Independent Macronodular Adrenal Hyperplasia 2 Acth-Independent Macronodular Adrenal Hyperplasia,Xp22.3,,45,M,45,45,100,Simone Schumacher
Cesar Tesar,4215348748360,BH,CALHM3,Neutropenia,3q21.3,13-Butadiene,45,F,45,45,100,Luetta Ta
Thaddeus Macek,8376341705700,NZ,CRK,Arl13B-Related Joubert Syndrome,12q14.3,Solvents,45,M,45,45,100,Lesia Messing
Hallie Englund,3160308678542,PN,ENSG00000224841,L1 Syndrome,14q11.2,,45,F,45,45,100,Adriana Nease
Liliana Mckean,5684285725325,GG,ERLIN1,Amebiasis,7q36.1,Formaldehyde,45,F,45,45,100,Dale Mccorkle
Vikki Lamere,4617668828141,ML,APBA1,Cone-Rod Dystrophy 16,3q25.1,,45,M,45,45,100,Adolph Kerwin
Stefani Bachicha ,2558775731562,JP,COL17A1,C9Orf72-Related Amyotrophic Lateral Sclerosis/frontotemporal Dementia,16p12.3,Arsenic,45,F,45,45,100,Enid Lague
Abe Miranda,7738074081287,NL,ACOX1,Autism Susceptibility 6,20q11.23,,45,F,45,45,45,Cordie Zirkind
Elin Lemieux,3035675200471,SL,HMGA1,Osteosarcoma,19q13.42,Formaldehyde,45,M,45,45,100,Abe Miranda
Janey Hilgefort,4066644763485,AR,ISL1,Meconium Ileus Show all 4,12q15,Lead,45,M,45,45,100,Lucie Farnsworth
Cherri Simons,2264726102277,GW,ARVD6,Orofaciodigital Syndrome 13,1q23.1,Toluene,45,M,45,45,100,Cassi Wieder
Stefani Bachicha ,1201182417422,AM,COL7A1,Laryngeal Squamous Cell Carcinoma,1q32.2,,45,M,45,45,100,Rena HeggMelina Seiter
Adell Matheson,6354050743877,AM,C12orf65,Acute Lymphoblastic Leukemia,20q11.21,Hydrogen sulfide,45,F,45,45,45,Adrianne Krom
Kim Dang,0527114705140,AI,HSPA1B,Malt Lymphoma,9q21.13,Arsenic,45,F,45,45,100,Tiana WillertRashad Bull
Jeffie Feltmann,2565682071183,NL,FOLR1,Breast Cancer,1q24.3,Diesel exhaust,45,M,45,45,100,Luisa Bade
Elton Fisch,5222478782653,KP,IL22RA1,Neonatal Candidiasis,Xq28,Lead,45,F,45,45,100,Diann Schuch
Courtney Capozzoli,1771250058011,BF,HABP2,Abdominal Aortic Aneurysm Aneurysm,11q23.2,,45,F,45,45,100,Frederic Hottle
Lien Linder,0232084115330,IR,CPN1,Hiv-1,16q22.1,Hydrogen sulfide,45,M,45,45,100,Shalanda Stutz
Edgardo Karst,2685443313428,TT,HLA-DPB1,Benign Familial Infantile,18q12.2,Solvents,45,M,45,45,100,Marguerite Taliaferro
Felice Ohern,7775645341758,BZ,CD6,Primary Hyperoxaluria,7q11.23,,45,F,45,45,100,Sol Loper
Noreen Sluss,6558725872702,BL,CLA3,Hepatocellular Carcinoma,11p15.4,Solvents,45,M,45,45,100,Pamala Delmont
Luetta Ta,1653137423404,PL,HPX,Acrokeratosis Verruciformis,14q24.3,Metals toxic,45,M,45,45,100,Niki Michelle
Marguerite Taliaferro,8284268066536,CW,EPB41L5,Congenital Disorder Of Glycosylation Type 1H,12q13.12,,45,F,45,45,100,Deangelo Vestal
Julianna Brownson,8123822857550,VI,CRTAP,Fatty Liver Disease,Xq28,Solvents,45,M,45,45,100,Marcelino Salzman
Magda Edmund,7276701300405,IQ,ENSG00000204692,Juvenile Primary Lateral Sclerosis,HSCHR6_MHC_MANNp21.32,Chromium,45,M,45,45,100,Julissa Copeland
Almeda Shoults,1778033212478,HM,CEP76,5,12q21.33,Hydrogen sulfide,45,F,45,45,100,Maida SpiekerBridget Greenwell
Janey Hayslip,1243746282604,ZW,IGFALS,Bruton-Type Agammaglobulinemia,1p32.1,,45,M,45,45,100,Francie Harewood
Fabiola Hust,1258588682505,BW,FERD3L,Rheumatoid Arthritis Arthritis,8p21.3,Metals toxic,45,M,45,45,100,Aide Holmgren
Kimiko Beard,8635643174885,MM,DFNB45,Hypoaldosteronism,2p21,,45,F,45,45,100,Cary Wenrich
Elizabet Hafner,2826843405600,MH,CRCS10,Atopic 3,16p13.2,,45,F,45,45,100,Grisel Failla
Althea Larsen,8206611553038,NE,CEP135,Roberts Syndrome,2p25-p22,Hydrogen sulfide,45,M,45,45,45,Tamika Liss
Nu Clifford,0201621501245,VG,HTR5A,Agnosia,3q21.1,Arsenic,45,F,45,45,100,Roosevelt Bilski
Deadra Yao,5807108717161,BG,CALCR,Asperger Syndrome Susceptibility 2,3p14.3,13-Butadiene,45,M,45,45,100,Owen Seidman
Carter Bergman,2003156703376,CX,HEPH,Hypoxia,11q12.3,,45,F,45,45,100,Rosella Won
Mirna Cervantez,4347282558264,SO,BMP10,Breast Cancer,18q11.2,,45,F,45,45,100,Luanne Turk
Adolph Kerwin,4035226252325,MK,GGCX,Cerebral Palsy Spastic Paraplegia 50,11q13.1,Methylene chloride,45,F,45,45,100,Indira Cashin
Bernardine Stansfield,5302137157065,BH,COLCA2,Breast And Colorectal Cancer Colorectal Cancer,6p21,Chromium,45,F,45,45,100,Gabriel Devall
Diann Schuch,8642712547682,LB,IL6ST,Intracranial Berry,4q24,Formaldehyde,45,M,45,45,100,Celestine Bird
Nettie Raub,8532648834007,GQ,AP3B1,B-Cell,19q13.32,Hydrogen sulfide,45,F,45,45,100,Kenyatta Marksberry
Nettie Raub,1501522862540,TC,CIRH1A,Vaccinia,3q21.3,,45,F,45,45,100,Guillermo Seymore
Lezlie Anderton,8085541882200,CD,ABCD3,Alzheimers Disease,7p14.1,,45,F,45,45,100,Grisel Failla
Una Castiglione,4436138382215,TL,IHPS4,Sideroblastic Anemia,12q15,,45,M,45,45,100,Adell Matheson
Almeda Shoults,5227677488705,DM,BCC3,Breast And Colorectal Cancer,12q13.3,Arsenic,45,F,45,45,45,Hallie Englund
Alejandra Walkes,0876336388887,TC,ENSG00000184494,Ataxia,22q11.2,Beryllium,45,M,45,45,100,Beatrice Brice
Jeffie Feltmann,2735614012617,NI,ATF4,Mosaic Variegated Aneuploidy Syndrome 1,20q13.33,Lead,45,F,45,45,100,Brittni Carlsen
Bessie Manzanares,7076876303805,PY,AIFM2,Noma,9q21.33,13-Butadiene,45,M,45,45,100,Louetta Bonds
Almeda Shoults,5158180277265,CC,IL1B,Age-Related Hearing Impairment 1,Xq21.3,,45,M,45,45,100,Cruz Isenhour
Bernardo Beno,3464056266142,BB,CER1,Melanoma Malignant Pleural Mesothelioma,10q24.1,Diesel exhaust,45,M,45,45,45,Kenda Mcgowan
Alanna Blanton,2881065857168,SD,CMAS,Chondroblastic Osteosarcoma,16p11.2,Methylene chloride,45,M,45,45,100,Barry Almquist
Imelda Mciver,2484635818625,NE,IL2RB,Congenital Generalized Lipodystrophy Type 2,11q23.3,,45,F,45,45,100,Lesia Messing
Claire Urias,5320232615284,MT,KLHDC8B,Neutral Lipid Storage Disease,13q34,Asphalt fumes,45,M,45,45,100,Yuri Soares
Terrance Ormond,8322577257281,GT,B3GALNT2,Coffin-Siris Syndrome,3p22.1,Methylene chloride,45,M,45,45,100,Barbra Baumeister
Willis Toone,6456157287435,LU,CPT2,Pyogenic Granuloma,Xq27-q28,,45,M,45,45,100,Lyn Vansant
Ayana Krupa,3668413320106,FI,ANGPTL2,Mental Retardation,Xq26.3,,45,M,45,45,100,Carie Senecal
Wynona Doby,1512837374463,LS,INSM1,Nasopharynx Carcinoma,9p21.3,Methylene chloride,45,M,45,45,100,Nena Bosworth
Magen Luczak,5253050611060,KP,ACRPS,Biotin Deficiency,2q37.2,,45,F,45,45,100,Zora Estes
Cordie Frederic,4185613821162,UM,APOE,Abdominal Aortic Aneurysm Aneurysm,1q32.1,,45,M,45,45,100,Cordie Zirkind
Corinne Garzon,3070718824354,WS,EGID-100124696,Alzheimers Disease Alzheimer Disease Type 5,11q22.3,Beryllium,45,M,45,45,100,Leena Stoneking
Morton Salazar,5016316760053,NG,CLC,Complementation Group M,15q13.3,,45,M,45,45,100,Mozella Wan
Yuko Tapia,5686836034405,SD,DEL1Q41Q42,Choroid Plexus Carcinoma,19q13.12,,45,F,45,45,100,Lakiesha Via
Garfield Kaspar,6546264182178,IN,KLHL10,Acute Myeloid Leukemia,Xp11.23,,45,F,45,45,100,Lyman Slavin
Dominica Eldred,4032447508743,MR,GNB4,Osteopetrosis,HSCHR6_MHC_QBLp22.1,,45,F,45,45,45,Bryant Kujawa
Demetrice Linzey,1744317288560,VA,BHMT2,Composite Lymphoma,HSCHR6_MHC_COXp21.33,,45,F,45,45,100,Selene Mcgavock
Maryln Galyean,0505521318034,KM,CPD,Melanoma Mucopolysaccharidosis Iii,12q14.1-q15,,45,F,45,45,100,Hallie Englund
Estell Hirt,3501320726161,CL,CAPN3,Insulin Resistance,HSCHR6_MHC_DBBp21.32,Chromium,45,M,45,45,100,Novella Roby
Tynisha Whittlesey,7007740425511,PS,INHBA,Autosomal Recessive 44,17q25.3,,45,F,45,45,100,Devora Lewey
Elizabet Hafner,7726375381058,MY,CHKA,Intrahepatic Cholangiocarcinoma,1q24.3,Metals toxic,45,F,45,45,100,Layne Swearngin
Bertram Blumenfeld,4307136185637,EG,BCC3,2 Familial Atrial Fibrillation,2q23.3,,45,M,45,45,100,Georgetta Chynoweth
Thora Krikorian,5174738651130,YE,LECT1,Rheumatoid Arthritis,12q24.33,,45,M,45,45,100,Candace Prescott
Cecilia Muraoka,3705271645775,PW,CPLX2,Xia-Gibbs Syndrome,3q26.33,,45,M,45,45,100,Rafael Alderson
Guillermo Seymore,8537431567685,CM,FOXD3,Salivary Gland Adenoid Cystic Carcinoma,12q15,,45,F,45,45,100,Moshe Rames
Joellen Viloria,6140544357822,AT,FRAT1,X-Linked 1,1p36.12,Solvents,45,M,45,45,45,Veta Edinger
Blake Gladding,8356328448036,KG,C11orf82,Benign Familial Infantile,21q22.11,Asphalt fumes,45,M,45,45,100,Novella Roby
Damion Spang,1352134234558,AQ,ENTPD8,Aortic Aneurysm,4q24,Methylene chloride,45,M,45,45,100,Glenna Schrimsher
Anjelica Danford,6316757174335,LY,B3GALT2,Bornholm Eye Disease,HSCHR6_MHC_COXp21.32,Hydrogen sulfide,45,M,45,45,100,Olympia Swartwood
Melita Clark,7373261161646,CU,HAO1,Morbid Obesity,19q13.33,,45,F,45,45,100,Cecil Chiles
Paulene Vandervoort,4702364801687,SJ,BBS9,Androgenetic Alopecia,14q11-q12,Asphalt fumes,45,F,45,45,100,Abigail Hazan
Josefine Villeneuve,3625468831552,SC,AHI1,1 Reunion Islands Larsen Syndrome,2q14.2,,45,M,45,45,100,Nicky Crisler
Shana Mayoral,0087735574444,CF,CMA1,Williams-Beuren Syndrome,22q12.3,13-Butadiene,45,M,45,45,100,Livia Kroon
Enid Lague,3470410356533,TV,EMILIN2,Metanephric Adenoma,16q24.1,,45,M,45,45,45,Tiana WillertRashad Bull
Mauro Aliff,1628330044031,BW,ESD,Hereditary Hemorrhagic Telangiectasia,16q24.3,,45,M,45,45,100,Rolande Troncoso
Tristan Pannone,2835566644502,HM,HSN1B,Pineocytoma Pineoblastoma,1q31.3,Arsenic,45,M,45,45,45,Una Castiglione
Pearle Basch,0213730021264,PT,EOS,Severe Acute Respiratory Syndrome,9p21.3,Lead,45,M,45,45,100,Mariette Zeolla
Maisie Matinez,5204375665655,IT,DHDDS,Enamel Erosion,9p13.3,Chromium,45,M,45,45,100,Deb Bisbee
Carletta Houde,6857251520307,LK,ADIPQTL3,Dyskinesia Of Esophagus,3 or 11p11-qter,,45,M,45,45,100,Jodee Miyamoto
Honey Mcarthur,3357535426872,SI,H2AFB3,Succinic Semialdehyde Dehydrogenase Deficiency,1q21.3,Beryllium,45,F,45,45,100,Indira Cashin
Caroline Regan,3553108127670,TR,CYP4V2,Autosomal Recessive,22q12.2,,45,M,45,45,100,Darci Pleas
Taina Saxton,0103772077452,YT,DNM1L,Squamous Papillomatosis Trigonitis,21q22.11,Chromium,45,F,45,45,100,Joyce Harder
Chere Serfass,5174667022853,TJ,CBFA2T2,Thyrotoxic Periodic Paralysis,Xq28,Formaldehyde,45,F,45,45,100,Lewis Agrawal
Aleida Sylvain,1486743157032,AR,EAF1-AS1,Developmental Coordination Disorder Neuroma,7p15.2,13-Butadiene,45,M,45,45,100,Shari Amezquita
Clarine Crites,8443681377880,FI,CLCN1,Acth-Secreting Pituitary Adenoma,20q13.12,Methylene chloride,45,F,45,45,100,Nettie Raub
Darci Pleas,6287656165407,MF,CPOX,Glioblastoma,16q22.1,,45,F,45,45,100,Odette Korth
Jon Hardaway,1417740118642,ML,FAM27L,Hereditary Hemorrhagic Telangiectasia,9p21,Diesel exhaust,45,M,45,45,100,Valerie Boykins
Naida Gosney,5507422386017,AN,ANKFN1,Hyperargininemia,3q13.31,Methylene chloride,45,M,45,45,100,Portia Frausto
Modesto Lonergan,1552618406545,TD,HCL3,Combined Malonic And Methylmalonic Aciduria Methylmalonic Acidemia,Xp22.2,Metals toxic,45,M,45,45,100,Monroe Dewall
Viviana Millner,3774141821211,IS,CYP11A1,Autism Susceptibility 5,7p22.2,,45,M,45,45,45,Ann Bober
Winnie Elliston,5264813373050,RU,B3GALT2,Coronary Artery Aneurysm,12p13.31,Toluene,45,F,45,45,100,Echo Roeder
Una Castiglione,4468854032143,GE,LASP1,Hyperargininemia,15q26.1,,45,F,45,45,100,Leonila Verrier
Rico Kyllonen,2600340881737,SC,IRF2BP2,Follicular Lymphoma,Xq23,13-Butadiene,45,M,45,45,100,Page Blanke
Dale Mccorkle,2841733184437,NZ,ENSG00000206282,Spinocerebellar Ataxia Type10,11q13.1,,45,M,45,45,100,Lynn Caminiti
Adell Segarra,6677788805058,LR,BSCL2,Akinetic Mutism,17q25.1,Solvents,45,F,45,45,100,Vicenta Brummett
Amparo Hamp,5464307361610,LT,HSPB2,Adenylosuccinase Deficiency,1p33,,45,F,45,45,100,Lewis Agrawal
Clora Faulk,6588387720728,MZ,AHI1,C7 Deficiency,10q24.1,Methylene chloride,45,F,45,45,45,Gia Hodak
Inez Huggins,6057024624355,BQ,AC079586.1,Alopecia,2p24.3,Solvents,45,M,45,45,100,Herb Leland
Lexie Gillins,5424278222613,SC,ALOX15B,Breast Cancer,1q21.3,,45,M,45,45,100,Nathanial Mungin
Adriana Nease,8457682252727,RS,BP1,Breast Cancer Acute Myeloid Leukemia,10p11.22,Formaldehyde,45,M,45,45,100,Ann Bober
Tammera Schwarz,0720086324660,GU,HINT1,Migraine,9q34.12,,45,M,45,45,100,Nicky Crisler
Joan Everitt,6548451847281,UG,ENSG00000237123,Spindle Cell Hemangioma,11p15.5,Lead,45,F,45,45,100,Kim Dang
Kristopher Tingley,2646458751685,TH,GNAL,Autism Susceptibility 5,12q13.13,Methylene chloride,45,F,45,45,100,Lauretta Depriest
Kaycee Foye,8753846286448,MF,LARGE,Zellweger Syndrome,1q43-q44,,45,F,45,45,100,Bennie Bolles
Kathaleen Soderquist,2632420882568,UA,GALE,Asphyxiating Thoracic Dystrophy,HSCHR6_MHC_MCFp21.33,Hydrogen sulfide,45,M,45,45,100,Shavon Muma
Vikki Chaney,3054403555833,WS,HNF4A,Complement Component 5 Deficiency,16p11.2,,45,F,45,45,100,Roxane Digby
Roberto Mangum,8324008841562,TJ,DDX39B,Nodal-Related Visceral Heterotaxy,19p13.3,Diesel exhaust,45,F,45,45,100,Taina Saxton
Lavonne Rosebrook,7758276547408,NC,AK7,Familial Hemiplegic Migraine Type 2,3q28,,45,M,45,45,45,Lezlie Anderton
Reynalda Spinner,0133565888114,AO,ECT,Eccrine Porocarcinoma,11q14.3,,45,M,45,45,100,Hayley Pickrell
Maximina Cefalu,5258705354732,MO,CD70,Exstrophy Of The Bladder,3q27.1,Chromium,45,F,45,45,45,Theresia Mungo
Mauro Aliff,7866262740582,GE,KARS,1 Reunion Islands Larsen Syndrome,19q13.41,Formaldehyde,45,M,45,45,100,Inez Huggins
Cassi Wieder,3163076643444,VI,GLRA2,Gastric Cancer,20p11.21,,45,M,45,45,100,Jacki Moss
Terrence Poulson,5741306135258,TD,AIC,Vitelliform Macular Dystrophy,1q23.3,,45,M,45,45,100,Marybeth Patti
Misha Schindler,2543172253144,MH,ABCG8,Sideroblastic Anemia,Xq24,,45,M,45,45,100,Liliana Mckean
Kitty Tempel,3155073643874,ET,CRYGC,Renal Carcinoma,6q23.2,,45,M,45,45,100,Candace Prescott
Bernardine Stansfield,2246037074181,MO,JAK2,Breast Cancer Acute Myeloid Leukemia,21q22.13,Chromium,45,F,45,45,45,Jamison Murden
Naida Gosney,0641638417053,PA,HPX,Retinitis Pigmentosa 2 Retinitis Pigmentosa,Xp11,,45,M,45,45,45,Althea Larsen
Roxane Digby,7887288664853,VU,ENSG00000206282,Hypoxia,6p21.1,Asphalt fumes,45,M,45,45,100,Francie Harewood
Chang Leclair,0615286706380,PA,AP2A2,Atrioventricular Septal Defect 1 Atrioventricular Septal Defect,5p14.3,Lead,45,M,45,45,100,Devora Lewey
Philip Maclin,2843117821548,MO,IGFL2,Liver Cancer Noma,17q25.1,Formaldehyde,45,M,45,45,45,Luana Villano
Thora Krikorian,5346213525521,NR,FBXO31,Asthma,1p22.3,,45,F,45,45,100,Diamond Verge
Shari Amezquita,8603147016265,PH,EPGN,Congenital Aphakia Anterior Segment Mesenchymal Dysgenesis,16q22.1,Methylene chloride,45,M,45,45,45,Donnetta Doonan
Shonna Mixer,5764081453603,KG,CDAN3,Hepatitis B Hepatitis,20q11.23,,45,M,45,45,100,Foster Hickox
Pearle Basch,2220512311075,BL,DLC1,Neuroblastoma,4p16.2,,45,F,45,45,100,Tynisha Whittlesey
Courtney Capozzoli,8328746544543,VU,BCAM,Cat Eye Syndrome Talipes Equinovarus,19q13.2,,45,F,45,45,100,Abe Miranda
Estell Hirt,5581405817662,PT,IDH2,2-Methylbutyryl-Coa Dehydrogenase Deficiency Isovaleric Acidemia,12p12.1,Diesel exhaust,45,M,45,45,100,Ulrike Donaghy
Foster Hickox,5621150772586,KN,KRTAP17-1,Chronic Tic Disorder Tic Disorder,11p15.4,Hydrogen sulfide,45,M,45,45,100,Hallie Englund
Reed Ehlert,4165528813311,ET,GATA2,Lung Cancer,12p12.1,Hydrogen sulfide,45,M,45,45,100,Leena Stoneking
Jenni Ruple,7844235525785,NG,COMA,Breast Cancer Ataxia Telangiectasia,4q21.1,Asphalt fumes,45,M,45,45,45,Kim Dang
Jamison Murden,3457323606805,CN,ITGAD,Nemaline Myopathy 9,2q11-q12,,45,M,45,45,100,Shameka Goudy
Dionne Cook,4533047788672,CF,CPSF4,Oculocutaneous Albinism Type 4 Melanoma,2q34,,45,M,45,45,100,Demetrice Linzey
Lucie Farnsworth,7412003013138,BF,FAM58A,Human Granulocytic Anaplasmosis,2p13.3,Solvents,45,F,45,45,100,Portia Frausto
Douglas Mcelyea,6580040337258,KZ,ADORA3,Benign Paroxysmal Positional Nystagmus,17p11,Asphalt fumes,45,F,45,45,100,Virgina Line
Delmer Rippe,0364771756530,IQ,FMO3,Familial Abdominal,Xq26.2,Beryllium,45,M,45,45,100,Winter Weisser
Honey Mcarthur,7025164064306,LT,ARID5B,Keratoconus,12p12.3,Asphalt fumes,45,F,45,45,100,Dinorah Mickey
Jacquiline Brite,4088653507415,MU,ATP2B3,Squamous Papillomatosis Trigonitis,5q35.2,,45,F,45,45,100,Ayana Krupa
Mariella Stermer,3081473432411,TK,C21orf33,Parkinsons Disease,7p14,,45,M,45,45,100,Mindy Ringdahl
Lonna Shehane,8303802885563,IQ,AMELY,Congenital Disorder Of Glycosylation Type 1H,Xq26.2,,45,M,45,45,100,Bart Trott
Jarred Dory,6004067052504,HM,GPDS1,4,13q12.12,Toluene,45,F,45,45,100,Wilma Terrones
Jack Ruston,2834367830424,AL,FSCN3,Squamous Papillomatosis Trigonitis,13q14.3,Hydrogen sulfide,45,M,45,45,100,Melita Clark
Marielle Pietrowski,3756234582877,PF,CRLF2,Hordeolum,11p15.5,Lead,45,F,45,45,100,Violeta Allsup
Janey Hilgefort,3048675870073,VI,GAS7,Mental Retardation,10q11.21,,45,F,45,45,100,Byron Balke
Jim Fabre,7726786507254,SH,EPC1,Diaphanospondylodysostosis Spondylocostal Dysostosis,20q13.13,Chromium,45,M,45,45,100,Demetrice Linzey
Lelia Slade,7836075653222,SB,CAPNS1,Chromosome 16Q22 Deletion Syndrome,11q13.1,,45,F,45,45,100,Wendell Willaims
Violeta Allsup,7521325333853,DJ,FIGLA,Mitochondrial Membrane Protein-Associated Neurodegeneration Spasticity,4q35.1,Formaldehyde,45,M,45,45,100,Courtney Capozzoli
Rena HeggMelina Seiter,8777867351582,AR,KIAA0040,Diaphanospondylodysostosis Spondylocostal Dysostosis,15q25.2,Diesel exhaust,45,M,45,45,100,Marlys Brevard
Jacquiline Brite,4637185487484,BE,IFNA1,Gastric Cancer,1q23.3,,45,M,45,45,100,Lexie Gillins
Kenia Pahl,0855136616421,RW,FZD8,Gastrointestinal System Disease Show all 4,7q,13-Butadiene,45,M,45,45,100,Keitha Hagaman
Gilberte Neville,4245727888010,UA,DDX23,Prostate Cancer,11p14.1,,45,F,45,45,100,Bronwyn Jarvie
Mauro Aliff,1115515575614,RS,BYSL,Complication In Hemodialysis,10q26.11,Metals toxic,45,F,45,45,100,Margret Bostic
Thaddeus Macek,4116526266602,TV,DAOA,Sipple Syndrome,19q13.32,,45,M,45,45,100,Kenyetta Jungers
